Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-27 14:30:00+00:00,1094.56005859375,1102.2498779296875,1094.56005859375,1101.06494140625,673129,265.6400146484375,267.1700134277344,265.0400085449219,267.07000732421875,2353304,753.2800903320312,755.0,748.760009765625,750.4500122070312,1567034,265.739990234375,266.4200134277344,265.19500732421875,265.7099914550781,4050852,227.34500122070312,227.45140075683594,226.61070251464844,226.93350219726562,3629663
2025-10-27 15:30:00+00:00,1101.469970703125,1101.469970703125,1095.16015625,1097.9449462890625,365850,267.07000732421875,267.80499267578125,266.8299865722656,267.58740234375,2056353,750.5081787109375,752.969970703125,750.1199951171875,750.8099975585938,1039657,265.7099914550781,266.0899963378906,265.04998779296875,265.92999267578125,3517895,226.94000244140625,227.94000244140625,226.83999633789062,227.30999755859375,2823203
2025-10-27 16:30:00+00:00,1097.9449462890625,1101.8499755859375,1097.9449462890625,1099.9100341796875,307730,267.6300048828125,268.45989990234375,267.3301086425781,268.32000732421875,1714036,750.7659301757812,751.0599975585938,748.1699829101562,748.655029296875,1215900,265.94000244140625,266.125,265.510009765625,265.6199951171875,3331147,227.32000732421875,227.88999938964844,227.1699981689453,227.3800048828125,2630249
2025-10-27 17:30:00+00:00,1100.0,1101.4798583984375,1098.860107421875,1100.0,251481,268.3299865722656,269.7699890136719,268.260009765625,269.4599914550781,2143246,748.77001953125,751.52001953125,748.010009765625,750.9000244140625,711462,265.6300048828125,266.0150146484375,265.510009765625,265.5950012207031,2171755,227.38999938964844,227.96499633789062,227.3699951171875,227.82000732421875,2268413
2025-10-27 18:30:00+00:00,1099.650146484375,1100.5799560546875,1097.02001953125,1097.4300537109375,359256,269.4849853515625,270.260009765625,268.6000061035156,268.8399963378906,2138145,750.9199829101562,751.5999755859375,750.0,750.72998046875,695283,265.5899963378906,267.3999938964844,265.4700012207031,267.2749938964844,4259189,227.82000732421875,228.0,225.5399932861328,226.72999572753906,6571248
2025-10-27 19:30:00+00:00,1097.18994140625,1097.3699951171875,1093.7000732421875,1094.300048828125,544448,268.8349914550781,270.70001220703125,268.6300048828125,269.8399963378906,2831943,750.6799926757812,754.3400268554688,750.4976806640625,750.9600219726562,1284375,267.2699890136719,269.0799865722656,267.2099914550781,268.739990234375,6996092,226.73550415039062,227.52000427246094,226.5500030517578,226.97999572753906,4987011
2025-10-28 13:30:00+00:00,1094.02001953125,1116.9798583984375,1093.00830078125,1109.0301513671875,1299551,269.989990234375,271.3800048828125,267.5299987792969,268.0199890136719,5376066,752.989990234375,758.3900146484375,747.0001220703125,747.3499755859375,3103414,269.135009765625,269.8699951171875,268.25,268.6499938964844,11832766,228.22000122070312,228.58999633789062,226.2100067138672,226.52000427246094,10054295
2025-10-28 14:30:00+00:00,1109.0301513671875,1109.19580078125,1101.0,1103.260009765625,427178,268.0199890136719,268.4671936035156,267.2200012207031,268.0,2329834,747.3400268554688,754.7000122070312,745.5200805664062,754.3499755859375,1786041,268.6423034667969,269.1400146484375,268.1499938964844,268.69720458984375,3550384,226.52999877929688,227.8800048828125,226.25,227.5500030517578,4415312
2025-10-28 15:30:00+00:00,1103.280029296875,1103.280029296875,1098.110107421875,1101.296142578125,318734,267.9905090332031,268.1600036621094,267.1700134277344,267.739990234375,1805470,754.375,754.7000122070312,750.5599975585938,751.9650268554688,1290682,268.69500732421875,269.0758056640625,268.3500061035156,268.9949951171875,2758052,227.5399932861328,229.22999572753906,227.14999389648438,229.11000061035156,6774729
2025-10-28 16:30:00+00:00,1101.2900390625,1105.6199951171875,1098.5999755859375,1103.755126953125,368228,267.75,268.9104919433594,267.4200134277344,268.772705078125,2182660,752.0700073242188,756.2100219726562,750.7999877929688,756.1099853515625,1305274,268.9800109863281,269.8699951171875,268.82000732421875,269.4949951171875,3503864,229.11000061035156,230.7899932861328,228.63040161132812,230.69000244140625,6313749
2025-10-28 17:30:00+00:00,1103.699951171875,1110.7900390625,1103.699951171875,1109.5,391136,268.7528991699219,269.05999755859375,268.5,268.831787109375,1509673,756.0549926757812,756.6500244140625,754.2000122070312,754.802978515625,829164,269.4949951171875,269.4949951171875,268.79998779296875,269.0902099609375,3181670,230.69000244140625,231.48500061035156,229.38999938964844,230.05239868164062,6155117
2025-10-28 18:30:00+00:00,1109.3900146484375,1111.4898681640625,1102.280029296875,1107.6800537109375,431355,268.8299865722656,268.8900146484375,268.0,268.739990234375,1566796,754.9500122070312,755.6798706054688,752.0,753.7349853515625,983474,269.1050109863281,269.44000244140625,268.7799987792969,269.20001220703125,4120349,230.05999755859375,230.5299072265625,229.77000427246094,230.368896484375,3526028
2025-10-28 19:30:00+00:00,1107.6600341796875,1107.9100341796875,1102.0,1102.510009765625,448157,268.75,268.8999938964844,268.0899963378906,268.44000244140625,2616932,753.6799926757812,753.6799926757812,750.7999877929688,751.3699951171875,1428081,269.20001220703125,269.3550109863281,268.6000061035156,269.0299987792969,5339653,230.35499572753906,230.44500732421875,228.57000732421875,229.24000549316406,4917812
2025-10-29 13:30:00+00:00,1099.0999755859375,1108.22998046875,1096.0,1106.4300537109375,778803,268.6050109863281,270.9599914550781,268.42999267578125,269.9599914550781,4212983,754.75,759.155029296875,745.1400146484375,750.1400146484375,4227356,269.2749938964844,271.4100036621094,268.70001220703125,270.4200134277344,10209230,231.6719970703125,232.80999755859375,227.75999450683594,229.1300048828125,14210522
2025-10-29 14:30:00+00:00,1106.530029296875,1107.5,1098.0,1102.2301025390625,351267,269.9700012207031,271.7749938964844,269.6000061035156,271.239990234375,2694614,750.1500244140625,750.77001953125,746.5,748.5,1656392,270.4100036621094,270.44500732421875,267.51220703125,267.6300048828125,6247839,229.1199951171875,231.2949981689453,228.86000061035156,230.53500366210938,7059244
2025-10-29 15:30:00+00:00,1102.2301025390625,1104.5499267578125,1101.3499755859375,1103.510009765625,215873,271.25,273.1499938964844,271.1600036621094,272.6050109863281,2126909,748.4099731445312,751.9400024414062,747.510009765625,750.469970703125,1210653,267.6099853515625,268.8599853515625,267.1099853515625,268.6199951171875,4595121,230.52999877929688,231.61000061035156,230.33999633789062,231.3679962158203,5603630
2025-10-29 16:30:00+00:00,1103.3695068359375,1103.780029296875,1096.8199462890625,1098.969970703125,315000,272.6000061035156,272.980712890625,272.30999755859375,272.8699951171875,1489061,750.2999877929688,750.9400024414062,747.77001953125,749.5700073242188,1095721,268.6029968261719,269.93011474609375,268.4700927734375,269.93011474609375,3066081,231.3800048828125,231.4199981689453,230.02999877929688,230.3721923828125,3093822
2025-10-29 17:30:00+00:00,1098.5799560546875,1103.669921875,1097.724609375,1102.739990234375,266108,272.8699035644531,274.1199951171875,272.8399963378906,273.9400939941406,2202197,749.4000244140625,749.8099975585938,746.989990234375,748.5050048828125,1077386,269.8900146484375,270.8500061035156,269.7900085449219,270.80999755859375,4963178,230.3699951171875,230.43099975585938,228.58999633789062,229.69000244140625,4626812
2025-10-29 18:30:00+00:00,1102.3800048828125,1103.7249755859375,1097.25,1099.0999755859375,261804,274.010009765625,274.3999938964844,271.8800048828125,273.7160949707031,3123174,748.4500122070312,750.2000122070312,742.510009765625,747.5999755859375,2369938,270.7850036621094,270.92999267578125,268.260009765625,268.30999755859375,5156103,229.7220001220703,230.1199951171875,228.1300048828125,228.86000061035156,5801484
2025-10-29 19:30:00+00:00,1099.35986328125,1102.5999755859375,1097.592529296875,1100.3900146484375,587656,273.70001220703125,275.9200134277344,273.55499267578125,275.8299865722656,3193325,747.7849731445312,755.5999755859375,746.1799926757812,752.0,2625240,268.32000732421875,270.3800048828125,267.79998779296875,269.7300109863281,4325904,228.8300018310547,230.6199951171875,228.32000732421875,230.33999633789062,4490640
2025-10-30 13:30:00+00:00,1094.5,1106.1300048828125,1089.3599853515625,1100.06005859375,532362,291.8699951171875,291.8999938964844,280.45001220703125,289.6650085449219,20814507,668.75,672.0,650.1699829101562,661.510009765625,23436265,271.989990234375,274.1400146484375,268.989990234375,269.0899963378906,8387840,226.87249755859375,228.0,223.9499969482422,226.67999267578125,12635995
2025-10-30 14:30:00+00:00,1100.1500244140625,1100.989990234375,1090.9749755859375,1092.712158203125,255374,289.6199951171875,290.67138671875,287.7099914550781,289.0,10165329,661.510009765625,665.469970703125,652.47998046875,662.9299926757812,9078508,269.0899963378906,271.1700134277344,268.4800109863281,270.7900085449219,3886744,226.6699981689453,228.42999267578125,226.51010131835938,227.9600067138672,5014252
2025-10-30 15:30:00+00:00,1092.469970703125,1096.0,1089.8199462890625,1095.4344482421875,238272,289.04998779296875,290.5899963378906,286.3500061035156,286.69000244140625,3003521,662.9400024414062,679.8499755859375,661.530029296875,677.9500122070312,7065601,270.7799987792969,272.3900146484375,270.2630920410156,272.010009765625,3869786,227.9499969482422,227.97999572753906,225.85000610351562,226.1199951171875,4608564
2025-10-30 16:30:00+00:00,1095.0450439453125,1097.989990234375,1092.8050537109375,1097.2049560546875,191580,286.67999267578125,286.82000732421875,284.5899963378906,286.0625,2185997,677.9600219726562,680.9598999023438,673.1201171875,678.2000122070312,4492938,272.0,272.06781005859375,271.0400085449219,271.95001220703125,2409548,226.13499450683594,226.36000061035156,224.52000427246094,225.4199981689453,15586079
2025-10-30 17:30:00+00:00,1097.6099853515625,1102.3199462890625,1096.4344482421875,1100.4974365234375,163544,286.07000732421875,286.07000732421875,283.29998779296875,284.1299133300781,12868093,678.1400146484375,678.5819702148438,666.0399780273438,668.9500122070312,3530575,271.95001220703125,272.29998779296875,271.2799987792969,271.75,3435055,225.39999389648438,225.93910217285156,224.80499267578125,225.08999633789062,4833980
2025-10-30 18:30:00+00:00,1100.135009765625,1100.8199462890625,1092.3050537109375,1092.5899658203125,184197,284.07000732421875,284.82000732421875,282.760009765625,284.1390075683594,13630178,668.9254760742188,669.989990234375,664.094970703125,667.6400146484375,4213174,271.760009765625,272.00799560546875,270.9949951171875,271.3399963378906,3831349,225.10000610351562,225.44500732421875,223.9499969482422,224.39100646972656,6784964
2025-10-30 19:30:00+00:00,1092.60498046875,1094.0999755859375,1088.1099853515625,1088.9310302734375,346801,284.1099853515625,284.40899658203125,280.94000244140625,281.82000732421875,3125271,667.75,671.5499877929688,665.3400268554688,666.1199951171875,3587126,271.3399963378906,271.6700134277344,271.04998779296875,271.2900085449219,5177440,224.39999389648438,225.0800018310547,222.75,222.77000427246094,29416474
